cidade,cod_municipal,veiculos_mapeados,regiao_metropolitana,uf,estado,regiao,pais,POP,RDPC,I_ESCOLARIDADE,IDHM,IDHM_E,IDHM_L,IDHM_R
SANTA ROSA,431720,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,68021,863.61,0.597,0.769,0.693,0.871,0.752
SANTIAGO,431740,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,48579,828.78,0.578,0.766,0.682,0.882,0.746
SÃO BORJA,431800,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,61136,705.72,0.527,0.736,0.643,0.86,0.72
SÃO JERÔNIMO,431840,3,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,21841,768.93,0.465,0.696,0.56,0.822,0.734
SÃO LUIZ GONZAGA,431890,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,34268,698.77,0.528,0.741,0.664,0.855,0.718
SAPUCAIA DO SUL,432000,3,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,130595,733.28,0.589,0.726,0.624,0.844,0.726
SOLEDADE,432080,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,29754,737.92,0.509,0.731,0.625,0.861,0.727
TAPEJARA,432090,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,19141,922.28,0.527,0.76,0.688,0.837,0.763
TAQUARI,432130,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,25869,786.91,0.533,0.733,0.629,0.849,0.737
TEUTÔNIA,432145,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,27165,854.63,0.527,0.747,0.65,0.855,0.751
TUPANCIRETÃ,432220,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,22161,708.79,0.468,0.709,0.596,0.828,0.721
VACARIA,432250,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,60849,797.86,0.527,0.721,0.605,0.838,0.74
VERANÓPOLIS,432280,3,n/d,RS,Rio Grande do Sul,Sul,Brasil,22683,1141.67,0.556,0.773,0.692,0.838,0.797
AQUIDAUANA,500110,3,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,45168,585.62,0.469,0.688,0.562,0.84,0.69
BATAGUASSU,500190,3,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,19684,614.34,0.467,0.71,0.606,0.847,0.698
RIBAS DO RIO PARDO,500710,3,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,20451,552.58,0.39,0.664,0.519,0.83,0.681
RIO VERDE DE MATO GROSSO,500740,3,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,18706,570.74,0.373,0.673,0.521,0.852,0.686
COLÍDER,510320,3,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,30525,758.67,0.423,0.713,0.604,0.819,0.732
JACIARA,510480,3,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,25453,742.81,0.511,0.735,0.655,0.833,0.728
SORRISO,510792,3,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,66131,988.74,0.516,0.744,0.635,0.839,0.774
CERES,520540,3,n/d,GO,Goiás,Centro-Oeste,Brasil,20620,865.23,0.585,0.775,0.733,0.842,0.753
LUZIÂNIA,521250,3,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,173474,580.88,0.51,0.701,0.602,0.831,0.689
PIRES DO RIO,521740,3,n/d,GO,Goiás,Centro-Oeste,Brasil,28628,702.46,0.515,0.744,0.65,0.88,0.719
VALPARAÍSO DE GOIÁS,522185,3,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,132705,764.73,0.663,0.746,0.695,0.815,0.733
COLORADO DO OESTE,110006,2,n/d,RO,Rondônia,Norte,Brasil,18540,535.41,0.426,0.685,0.584,0.814,0.676
JARU,110011,2,n/d,RO,Rondônia,Norte,Brasil,51715,575.14,0.43,0.689,0.577,0.825,0.687
PRESIDENTE MÉDICI,110025,2,n/d,RO,Rondônia,Norte,Brasil,22262,520.2,0.38,0.664,0.55,0.792,0.671
SÃO MIGUEL DO GUAPORÉ,110032,2,n/d,RO,Rondônia,Norte,Brasil,21700,440.6,0.346,0.646,0.537,0.781,0.644
CANDEIAS DO JAMARI,110080,2,n/d,RO,Rondônia,Norte,Brasil,19681,463.63,0.433,0.649,0.512,0.819,0.652
CASTANHAL,150240,2,RM Belém,PA,Pará,Norte,Brasil,172265,467.32,0.536,0.673,0.582,0.8,0.654
MONTE ALEGRE,150480,2,n/d,PA,Pará,Norte,Brasil,55260,231.65,0.364,0.589,0.495,0.764,0.541
IMPERATRIZ,210530,2,n/d,MA,Maranhão,Nordeste,Brasil,246317,613.87,0.617,0.731,0.698,0.803,0.697
RAPOSA,210945,2,n/d,MA,Maranhão,Nordeste,Brasil,26308,274.0,0.457,0.626,0.587,0.735,0.568
EUSÉBIO,230428,2,RM Fortaleza,CE,Ceará,Nordeste,Brasil,45707,623.01,0.525,0.701,0.621,0.794,0.7
NOVA RUSSAS,230930,2,n/d,CE,Ceará,Nordeste,Brasil,30864,304.52,0.353,0.614,0.524,0.754,0.585
CURRAIS NOVOS,240310,2,n/d,RN,Rio Grande do Norte,Nordeste,Brasil,42240,526.96,0.493,0.691,0.617,0.794,0.673
PARNAMIRIM,240325,2,n/d,RN,Rio Grande do Norte,Nordeste,Brasil,200906,850.44,0.682,0.766,0.726,0.825,0.75
CAJAZEIRAS,250370,2,n/d,PB,Paraíba,Nordeste,Brasil,58122,511.56,0.442,0.679,0.574,0.815,0.668
ARARIPINA,260110,2,n/d,PE,Pernambuco,Nordeste,Brasil,77085,324.01,0.321,0.602,0.467,0.785,0.595
CARUARU,260410,2,n/d,PE,Pernambuco,Nordeste,Brasil,313111,553.99,0.468,0.677,0.569,0.799,0.681
PETROLINA,261110,2,n/d,PE,Pernambuco,Nordeste,Brasil,291908,605.06,0.536,0.697,0.611,0.799,0.695
BAIXA GRANDE,290260,2,n/d,BA,Bahia,Nordeste,Brasil,19995,243.98,0.28,0.585,0.471,0.775,0.549
EUNÁPOLIS,291072,2,n/d,BA,Bahia,Nordeste,Brasil,99686,575.44,0.499,0.677,0.572,0.791,0.687
ILHÉUS,291360,2,n/d,BA,Bahia,Nordeste,Brasil,183184,579.46,0.528,0.69,0.59,0.808,0.688
PAULO AFONSO,292400,2,n/d,BA,Bahia,Nordeste,Brasil,107558,544.73,0.486,0.674,0.572,0.789,0.678
SÃO GONÇALO DOS CAMPOS,292930,2,n/d,BA,Bahia,Nordeste,Brasil,33208,419.27,0.419,0.627,0.516,0.752,0.636
BARRA DE SÃO FRANCISCO,320090,2,n/d,ES,Espírito Santo,Sudeste,Brasil,40014,527.84,0.43,0.683,0.58,0.815,0.673
DOMINGOS MARTINS,320190,2,n/d,ES,Espírito Santo,Sudeste,Brasil,31784,551.74,0.327,0.669,0.528,0.833,0.68
MONTANHA,320350,2,n/d,ES,Espírito Santo,Sudeste,Brasil,17637,547.46,0.376,0.667,0.535,0.816,0.679
PIÚMA,320420,2,n/d,ES,Espírito Santo,Sudeste,Brasil,18011,629.9,0.541,0.727,0.643,0.852,0.702
BARRA DO PIRAÍ,330030,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,94474,719.16,0.606,0.733,0.665,0.819,0.723
CACHOEIRAS DE MACACU,330080,2,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,54233,604.45,0.515,0.7,0.603,0.817,0.695
CARMO,330120,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,17172,559.66,0.5,0.696,0.608,0.813,0.683
IGUABA GRANDE,330187,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,22831,818.01,0.66,0.761,0.704,0.841,0.744
ITABORAÍ,330190,2,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,217364,584.35,0.528,0.693,0.593,0.813,0.69
MIRACEMA,330300,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,26684,608.62,0.569,0.713,0.646,0.805,0.696
PATY DO ALFERES,330385,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,26248,562.52,0.389,0.671,0.549,0.806,0.683
PORTO REAL,330411,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,16563,577.07,0.53,0.713,0.645,0.817,0.688
QUEIMADOS,330414,2,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,137712,484.4,0.536,0.68,0.589,0.81,0.659
SÃO FIDÉLIS,330480,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,37429,567.23,0.488,0.691,0.611,0.787,0.685
SÃO PEDRO DA ALDEIA,330520,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,87646,710.04,0.578,0.712,0.626,0.801,0.721
SAPUCAIA,330540,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,17497,558.94,0.432,0.675,0.561,0.804,0.682
SEROPÉDICA,330555,2,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,77485,604.82,0.572,0.713,0.648,0.805,0.695
ALUMÍNIO,350115,2,n/d,SP,São Paulo,Sudeste,Brasil,16753,747.27,0.639,0.766,0.732,0.841,0.729
AMPARO,350190,2,n/d,SP,São Paulo,Sudeste,Brasil,65521,1027.6,0.592,0.785,0.711,0.871,0.78
ARTUR NOGUEIRA,350380,2,n/d,SP,São Paulo,Sudeste,Brasil,44074,823.24,0.554,0.749,0.681,0.827,0.745
ARUJÁ,350390,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,74649,910.67,0.624,0.784,0.73,0.866,0.761
BOITUVA,350700,2,n/d,SP,São Paulo,Sudeste,Brasil,48145,889.51,0.587,0.78,0.728,0.861,0.757
BRODOWSKI,350780,2,n/d,SP,São Paulo,Sudeste,Brasil,21023,787.91,0.529,0.755,0.675,0.864,0.738
BROTAS,350790,2,n/d,SP,São Paulo,Sudeste,Brasil,21515,722.76,0.509,0.74,0.688,0.815,0.724
BURITAMA,350810,2,n/d,SP,São Paulo,Sudeste,Brasil,15350,779.78,0.537,0.763,0.72,0.839,0.736
CABREÚVA,350840,2,n/d,SP,São Paulo,Sudeste,Brasil,41489,694.03,0.535,0.738,0.678,0.828,0.717
CACONDE,350870,2,n/d,SP,São Paulo,Sudeste,Brasil,18434,627.0,0.438,0.72,0.62,0.858,0.701
CAFELÂNDIA,350880,2,n/d,SP,São Paulo,Sudeste,Brasil,16509,680.71,0.499,0.742,0.661,0.867,0.714
CAJURU,350940,2,n/d,SP,São Paulo,Sudeste,Brasil,23277,597.11,0.482,0.713,0.633,0.825,0.693
CAPÃO BONITO,351020,2,n/d,SP,São Paulo,Sudeste,Brasil,46014,534.75,0.477,0.721,0.671,0.826,0.675
CERQUEIRA CÉSAR,351140,2,n/d,SP,São Paulo,Sudeste,Brasil,17288,665.36,0.518,0.729,0.666,0.821,0.71
COLINA,351200,2,n/d,SP,São Paulo,Sudeste,Brasil,17279,706.69,0.545,0.757,0.712,0.845,0.72
DESCALVADO,351370,2,n/d,SP,São Paulo,Sudeste,Brasil,30629,798.74,0.55,0.76,0.687,0.865,0.74
DOIS CÓRREGOS,351410,2,n/d,SP,São Paulo,Sudeste,Brasil,24650,727.28,0.478,0.725,0.616,0.853,0.725
DRACENA,351440,2,n/d,SP,São Paulo,Sudeste,Brasil,41992,862.86,0.58,0.776,0.737,0.842,0.752
FARTURA,351540,2,n/d,SP,São Paulo,Sudeste,Brasil,15194,618.77,0.513,0.732,0.648,0.867,0.699
FERRAZ DE VASCONCELOS,351570,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,168022,587.83,0.585,0.738,0.703,0.828,0.691
FRANCISCO MORATO,351630,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,154059,483.98,0.508,0.703,0.647,0.815,0.659
FRANCO DA ROCHA,351640,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,123427,632.42,0.527,0.731,0.654,0.852,0.702
GARÇA,351670,2,n/d,SP,São Paulo,Sudeste,Brasil,42771,786.83,0.559,0.769,0.728,0.849,0.737
GUARARAPES,351820,2,n/d,SP,São Paulo,Sudeste,Brasil,30494,739.89,0.548,0.763,0.726,0.84,0.727
IGARAÇU DO TIETÊ,352000,2,n/d,SP,São Paulo,Sudeste,Brasil,23255,590.77,0.461,0.727,0.664,0.838,0.691
ILHA SOLTEIRA,352044,2,n/d,SP,São Paulo,Sudeste,Brasil,24998,1063.04,0.669,0.812,0.782,0.871,0.786
IRACEMÁPOLIS,352140,2,n/d,SP,São Paulo,Sudeste,Brasil,19969,808.74,0.603,0.776,0.729,0.863,0.742
ITIRAPINA,352360,2,n/d,SP,São Paulo,Sudeste,Brasil,12742,772.14,0.496,0.724,0.636,0.813,0.734
ITUPEVA,352400,2,n/d,SP,São Paulo,Sudeste,Brasil,44744,848.65,0.593,0.762,0.699,0.844,0.75
JAGUARIÚNA,352470,2,n/d,SP,São Paulo,Sudeste,Brasil,44108,1038.61,0.635,0.784,0.715,0.862,0.782
LARANJAL PAULISTA,352640,2,n/d,SP,São Paulo,Sudeste,Brasil,25243,760.58,0.527,0.729,0.639,0.829,0.732
LINS,352710,2,n/d,SP,São Paulo,Sudeste,Brasil,70592,919.53,0.657,0.786,0.733,0.869,0.762
LORENA,352720,2,n/d,SP,São Paulo,Sudeste,Brasil,82126,781.28,0.672,0.766,0.713,0.856,0.736
MAIRIPORÃ,352850,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,80353,944.03,0.625,0.788,0.723,0.881,0.767
MATÃO,352930,2,n/d,SP,São Paulo,Sudeste,Brasil,76679,940.44,0.57,0.773,0.713,0.847,0.766
MOCOCA,353050,2,n/d,SP,São Paulo,Sudeste,Brasil,65734,881.99,0.584,0.762,0.709,0.827,0.756
MONTE AZUL PAULISTA,353150,2,n/d,SP,São Paulo,Sudeste,Brasil,18862,765.11,0.502,0.753,0.69,0.843,0.733
MORRO AGUDO,353190,2,n/d,SP,São Paulo,Sudeste,Brasil,29050,687.37,0.449,0.712,0.604,0.836,0.716
NOVO HORIZONTE,353350,2,n/d,SP,São Paulo,Sudeste,Brasil,36479,806.75,0.519,0.753,0.665,0.865,0.741
OLÍMPIA,353390,2,n/d,SP,São Paulo,Sudeste,Brasil,49865,783.14,0.573,0.773,0.724,0.867,0.737
OSVALDO CRUZ,353460,2,n/d,SP,São Paulo,Sudeste,Brasil,29646,797.55,0.581,0.762,0.713,0.837,0.74
PARANAPANEMA,353580,2,n/d,SP,São Paulo,Sudeste,Brasil,17712,613.31,0.459,0.717,0.631,0.839,0.697
PAULÍNIA,353650,2,n/d,SP,São Paulo,Sudeste,Brasil,82005,1160.79,0.68,0.795,0.727,0.864,0.8
PEDERNEIRAS,353670,2,n/d,SP,São Paulo,Sudeste,Brasil,41334,788.42,0.531,0.739,0.673,0.812,0.738
PENÁPOLIS,353730,2,n/d,SP,São Paulo,Sudeste,Brasil,58257,840.16,0.581,0.759,0.68,0.859,0.748
PEREIRA BARRETO,353740,2,n/d,SP,São Paulo,Sudeste,Brasil,24618,743.94,0.57,0.766,0.732,0.845,0.728
PIEDADE,353780,2,n/d,SP,São Paulo,Sudeste,Brasil,51436,601.32,0.448,0.716,0.624,0.848,0.694
PIRACAIA,353860,2,n/d,SP,São Paulo,Sudeste,Brasil,25013,893.05,0.485,0.739,0.625,0.851,0.758
PIRAJU,353880,2,n/d,SP,São Paulo,Sudeste,Brasil,28356,801.23,0.558,0.758,0.699,0.843,0.74
PIRAJUÍ,353890,2,n/d,SP,São Paulo,Sudeste,Brasil,19560,770.38,0.507,0.749,0.672,0.853,0.734
PIRASSUNUNGA,353930,2,n/d,SP,São Paulo,Sudeste,Brasil,69832,1086.22,0.651,0.801,0.736,0.884,0.789
PRADÓPOLIS,354090,2,n/d,SP,São Paulo,Sudeste,Brasil,17316,788.76,0.508,0.733,0.65,0.822,0.738
PRESIDENTE VENCESLAU,354150,2,n/d,SP,São Paulo,Sudeste,Brasil,36387,846.18,0.565,0.763,0.708,0.837,0.749
PROMISSÃO,354160,2,n/d,SP,São Paulo,Sudeste,Brasil,35331,726.0,0.527,0.743,0.666,0.85,0.724
RANCHARIA,354220,2,n/d,SP,São Paulo,Sudeste,Brasil,28705,707.37,0.524,0.751,0.683,0.861,0.72
SANTA GERTRUDES,354670,2,n/d,SP,São Paulo,Sudeste,Brasil,21561,718.03,0.534,0.737,0.654,0.847,0.723
SANTA ISABEL,354680,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,50137,623.11,0.537,0.738,0.689,0.834,0.7
SANTO ANASTÁCIO,354770,2,n/d,SP,São Paulo,Sudeste,Brasil,20413,726.34,0.533,0.753,0.689,0.854,0.725
SÃO JOAQUIM DA BARRA,354940,2,n/d,SP,São Paulo,Sudeste,Brasil,46359,799.93,0.595,0.762,0.706,0.847,0.74
SÃO MANUEL,355010,2,n/d,SP,São Paulo,Sudeste,Brasil,38157,773.82,0.548,0.744,0.695,0.805,0.735
SÃO ROQUE,355060,2,n/d,SP,São Paulo,Sudeste,Brasil,78372,932.62,0.599,0.768,0.687,0.863,0.765
SÃO SEBASTIÃO,355070,2,n/d,SP,São Paulo,Sudeste,Brasil,73583,837.48,0.591,0.772,0.703,0.875,0.747
SOCORRO,355210,2,n/d,SP,São Paulo,Sudeste,Brasil,36547,785.71,0.462,0.729,0.634,0.828,0.737
TIETÊ,355450,2,n/d,SP,São Paulo,Sudeste,Brasil,36638,927.25,0.563,0.778,0.698,0.884,0.764
VÁRZEA PAULISTA,355650,2,n/d,SP,São Paulo,Sudeste,Brasil,106832,706.02,0.572,0.759,0.705,0.863,0.72
VOTUPORANGA,355710,2,n/d,SP,São Paulo,Sudeste,Brasil,84511,977.39,0.613,0.79,0.744,0.857,0.772
ALTÔNIA,410050,2,n/d,PR,Paraná,Sul,Brasil,20376,585.49,0.428,0.721,0.641,0.848,0.69
ANDIRÁ,410110,2,n/d,PR,Paraná,Sul,Brasil,20573,587.51,0.486,0.725,0.66,0.838,0.69
ARAPONGAS,410150,2,n/d,PR,Paraná,Sul,Brasil,103954,855.02,0.567,0.748,0.669,0.834,0.751
ARAUCÁRIA,410180,2,RM Curitiba,PR,Paraná,Sul,Brasil,119047,814.39,0.569,0.74,0.639,0.852,0.743
BANDEIRANTES,410240,2,n/d,PR,Paraná,Sul,Brasil,32016,679.72,0.514,0.727,0.658,0.819,0.714
CAFELÂNDIA,410345,2,n/d,PR,Paraná,Sul,Brasil,14625,721.38,0.557,0.748,0.692,0.835,0.723
CAMBÉ,410370,2,n/d,PR,Paraná,Sul,Brasil,96541,723.34,0.538,0.734,0.651,0.84,0.724
CAMPINA GRANDE DO SUL,410400,2,RM Curitiba,PR,Paraná,Sul,Brasil,38621,671.29,0.528,0.718,0.605,0.86,0.712
CASTRO,410490,2,n/d,PR,Paraná,Sul,Brasil,66639,639.54,0.466,0.703,0.6,0.823,0.704
COLOMBO,410580,2,RM Curitiba,PR,Paraná,Sul,Brasil,212419,682.85,0.526,0.733,0.632,0.87,0.715
CRUZEIRO DO OESTE,410660,2,n/d,PR,Paraná,Sul,Brasil,20305,617.44,0.461,0.717,0.64,0.825,0.698
GUARATUBA,410960,2,n/d,PR,Paraná,Sul,Brasil,31809,782.92,0.517,0.717,0.604,0.828,0.737
JANDAIA DO SUL,411210,2,n/d,PR,Paraná,Sul,Brasil,20153,803.28,0.544,0.747,0.703,0.801,0.741
LOANDA,411350,2,n/d,PR,Paraná,Sul,Brasil,21023,725.67,0.499,0.725,0.645,0.815,0.724
MANGUEIRINHA,411440,2,n/d,PR,Paraná,Sul,Brasil,16989,605.97,0.435,0.688,0.579,0.811,0.695
MORRETES,411620,2,n/d,PR,Paraná,Sul,Brasil,15642,665.51,0.462,0.686,0.544,0.837,0.71
NOVA ESPERANÇA,411690,2,n/d,PR,Paraná,Sul,Brasil,26513,719.26,0.488,0.722,0.628,0.829,0.723
PARANAVAÍ,411840,2,n/d,PR,Paraná,Sul,Brasil,81023,852.66,0.575,0.763,0.703,0.844,0.75
REALEZA,412140,2,n/d,PR,Paraná,Sul,Brasil,16245,704.94,0.449,0.722,0.63,0.83,0.72
SANTA HELENA,412350,2,n/d,PR,Paraná,Sul,Brasil,23338,791.53,0.496,0.744,0.678,0.823,0.738
SANTA TEREZINHA DE ITAIPU,412405,2,n/d,PR,Paraná,Sul,Brasil,20714,688.34,0.527,0.738,0.689,0.814,0.716
SANTO ANTÔNIO DA PLATINA,412410,2,n/d,PR,Paraná,Sul,Brasil,42461,765.04,0.515,0.718,0.617,0.817,0.733
ABELARDO LUZ,420010,2,n/d,SC,Santa Catarina,Sul,Brasil,17016,562.88,0.404,0.696,0.578,0.852,0.684
APIÚNA,420125,2,n/d,SC,Santa Catarina,Sul,Brasil,9564,776.69,0.378,0.708,0.584,0.827,0.735
COCAL DO SUL,420425,2,n/d,SC,Santa Catarina,Sul,Brasil,15155,833.24,0.606,0.78,0.74,0.859,0.747
CURITIBANOS,420480,2,n/d,SC,Santa Catarina,Sul,Brasil,37460,687.47,0.493,0.721,0.62,0.846,0.716
FORQUILHINHA,420545,2,n/d,SC,Santa Catarina,Sul,Brasil,22503,870.85,0.503,0.753,0.657,0.861,0.754
GUABIRUBA,420630,2,n/d,SC,Santa Catarina,Sul,Brasil,18414,851.75,0.476,0.754,0.653,0.876,0.75
ITAIÓPOLIS,420810,2,n/d,SC,Santa Catarina,Sul,Brasil,20280,625.36,0.423,0.708,0.606,0.836,0.7
ITAPIRANGA,420840,2,n/d,SC,Santa Catarina,Sul,Brasil,15363,942.44,0.556,0.775,0.723,0.842,0.766
ORLEANS,421170,2,n/d,SC,Santa Catarina,Sul,Brasil,21373,844.35,0.49,0.755,0.657,0.873,0.749
OTACÍLIO COSTA,421175,2,n/d,SC,Santa Catarina,Sul,Brasil,16311,677.67,0.531,0.74,0.681,0.835,0.713
BALNEÁRIO PIÇARRAS,421280,2,n/d,SC,Santa Catarina,Sul,Brasil,17029,826.13,0.562,0.756,0.668,0.869,0.745
PINHALZINHO,421290,2,n/d,SC,Santa Catarina,Sul,Brasil,16222,893.85,0.552,0.783,0.716,0.886,0.758
PRESIDENTE GETÚLIO,421400,2,n/d,SC,Santa Catarina,Sul,Brasil,14808,928.86,0.474,0.759,0.654,0.874,0.764
SANTO AMARO DA IMPERATRIZ,421570,2,n/d,SC,Santa Catarina,Sul,Brasil,19714,867.13,0.591,0.781,0.71,0.89,0.753
SÃO JOÃO DO OESTE,421625,2,n/d,SC,Santa Catarina,Sul,Brasil,6027,881.09,0.465,0.761,0.668,0.873,0.756
SÃO JOÃO BATISTA,421630,2,n/d,SC,Santa Catarina,Sul,Brasil,26060,794.12,0.521,0.74,0.634,0.865,0.739
SÃO LOURENÇO DO OESTE,421690,2,n/d,SC,Santa Catarina,Sul,Brasil,21668,841.27,0.527,0.749,0.695,0.807,0.748
SÃO LUDGERO,421700,2,n/d,SC,Santa Catarina,Sul,Brasil,10930,884.18,0.564,0.755,0.683,0.834,0.756
TIJUCAS,421800,2,n/d,SC,Santa Catarina,Sul,Brasil,30700,835.48,0.551,0.76,0.672,0.873,0.747
URUSSANGA,421900,2,n/d,SC,Santa Catarina,Sul,Brasil,20196,883.42,0.532,0.772,0.695,0.876,0.756
AGUDO,430010,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,16549,861.06,0.385,0.694,0.524,0.847,0.752
ARROIO DO MEIO,430100,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,18644,850.06,0.51,0.769,0.706,0.86,0.75
BALNEÁRIO PINHAL,430163,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,10824,662.85,0.464,0.696,0.567,0.836,0.71
CACEQUI,430290,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,13594,550.88,0.487,0.7,0.626,0.807,0.68
CAMAQUÃ,430350,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,62068,686.36,0.44,0.697,0.578,0.819,0.715
CARLOS BARBOSA,430480,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,25016,1446.56,0.588,0.796,0.724,0.835,0.835
DOIS IRMÃOS,430640,2,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,27406,921.37,0.571,0.743,0.633,0.848,0.763
DOM PEDRITO,430660,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,38512,686.15,0.469,0.708,0.585,0.848,0.715
ELDORADO DO SUL,430676,2,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,34100,692.0,0.581,0.717,0.609,0.844,0.717
ENCRUZILHADA DO SUL,430690,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,24287,539.0,0.35,0.657,0.478,0.875,0.677
ESTEIO,430770,2,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,80484,955.86,0.646,0.754,0.662,0.843,0.769
FARROUPILHA,430790,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,63310,1045.05,0.601,0.777,0.696,0.861,0.783
GETÚLIO VARGAS,430890,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,15983,837.17,0.518,0.746,0.658,0.843,0.747
GUAPORÉ,430940,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,22658,1035.41,0.512,0.765,0.685,0.837,0.781
JAGUARÃO,431100,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,27734,616.82,0.503,0.707,0.608,0.832,0.698
JÚLIO DE CASTILHOS,431120,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,19352,765.91,0.477,0.716,0.602,0.833,0.733
MUÇUM,431260,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,4777,887.43,0.455,0.746,0.654,0.84,0.757
NÃO-ME-TOQUE,431265,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,15826,1051.05,0.562,0.765,0.673,0.847,0.784
NOVA PRATA,431330,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,22636,1039.74,0.568,0.766,0.686,0.839,0.782
