cidade,cod_municipal,veiculos_mapeados,regiao_metropolitana,uf,estado,regiao,pais,POP,RDPC,I_ESCOLARIDADE,IDHM,IDHM_E,IDHM_L,IDHM_R
ITAPORANGA,352280,1,n/d,SP,São Paulo,Sudeste,Brasil,14423,552.76,0.413,0.719,0.653,0.835,0.681
ITARARÉ,352320,1,n/d,SP,São Paulo,Sudeste,Brasil,47767,510.2,0.476,0.703,0.649,0.803,0.668
ITATINGA,352350,1,n/d,SP,São Paulo,Sudeste,Brasil,17986,568.58,0.484,0.706,0.61,0.841,0.685
LENÇÓIS PAULISTA,352680,1,n/d,SP,São Paulo,Sudeste,Brasil,61212,816.48,0.577,0.764,0.717,0.837,0.743
LOUVEIRA,352730,1,n/d,SP,São Paulo,Sudeste,Brasil,37004,1047.17,0.603,0.777,0.697,0.861,0.783
MACATUBA,352800,1,n/d,SP,São Paulo,Sudeste,Brasil,16217,920.95,0.513,0.77,0.697,0.859,0.763
MAIRINQUE,352840,1,n/d,SP,São Paulo,Sudeste,Brasil,43055,710.18,0.584,0.743,0.684,0.831,0.721
MARTINÓPOLIS,352920,1,n/d,SP,São Paulo,Sudeste,Brasil,22950,636.0,0.478,0.721,0.641,0.832,0.703
MONGAGUÁ,353110,1,n/d,SP,São Paulo,Sudeste,Brasil,44770,699.73,0.581,0.754,0.699,0.854,0.719
MONTE APRAZÍVEL,353140,1,n/d,SP,São Paulo,Sudeste,Brasil,21662,1032.05,0.56,0.785,0.72,0.861,0.781
MONTE MOR,353180,1,n/d,SP,São Paulo,Sudeste,Brasil,48724,674.23,0.541,0.733,0.639,0.863,0.713
NAZARÉ PAULISTA,353240,1,n/d,SP,São Paulo,Sudeste,Brasil,16371,554.18,0.4,0.678,0.559,0.818,0.681
NOVA GRANADA,353300,1,n/d,SP,São Paulo,Sudeste,Brasil,19100,737.29,0.508,0.739,0.68,0.818,0.727
NOVA ODESSA,353340,1,n/d,SP,São Paulo,Sudeste,Brasil,50978,878.14,0.643,0.791,0.762,0.861,0.755
ORLÂNDIA,353430,1,n/d,SP,São Paulo,Sudeste,Brasil,39610,934.54,0.573,0.78,0.703,0.882,0.765
PALMITAL,353530,1,n/d,SP,São Paulo,Sudeste,Brasil,21159,739.37,0.54,0.746,0.702,0.814,0.727
PILAR DO SUL,353790,1,n/d,SP,São Paulo,Sudeste,Brasil,26226,531.06,0.425,0.69,0.594,0.82,0.674
PINDORAMA,353810,1,n/d,SP,São Paulo,Sudeste,Brasil,14894,732.68,0.485,0.737,0.654,0.842,0.726
POMPÉIA,354000,1,n/d,SP,São Paulo,Sudeste,Brasil,19896,850.38,0.634,0.786,0.748,0.864,0.75
PORTO FELIZ,354060,1,n/d,SP,São Paulo,Sudeste,Brasil,48375,785.76,0.563,0.758,0.706,0.836,0.737
PORTO FERREIRA,354070,1,n/d,SP,São Paulo,Sudeste,Brasil,51290,779.0,0.575,0.751,0.696,0.827,0.736
PRESIDENTE EPITÁCIO,354130,1,n/d,SP,São Paulo,Sudeste,Brasil,40865,680.56,0.57,0.75,0.7,0.845,0.714
RIO GRANDE DA SERRA,354410,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,43744,563.57,0.621,0.749,0.745,0.823,0.684
SALESÓPOLIS,354500,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,15565,576.55,0.527,0.732,0.69,0.829,0.687
SANTA CRUZ DAS PALMEIRAS,354630,1,n/d,SP,São Paulo,Sudeste,Brasil,29824,829.66,0.48,0.728,0.635,0.815,0.746
SANTA FÉ DO SUL,354660,1,n/d,SP,São Paulo,Sudeste,Brasil,29081,924.06,0.579,0.784,0.751,0.84,0.763
SANTA RITA DO PASSA QUATRO,354750,1,n/d,SP,São Paulo,Sudeste,Brasil,26068,930.59,0.595,0.775,0.686,0.887,0.764
SERRA NEGRA,355160,1,n/d,SP,São Paulo,Sudeste,Brasil,26297,927.39,0.511,0.767,0.676,0.873,0.764
SEVERÍNIA,355190,1,n/d,SP,São Paulo,Sudeste,Brasil,15444,657.45,0.477,0.715,0.638,0.807,0.709
SUMARÉ,355240,1,n/d,SP,São Paulo,Sudeste,Brasil,241007,820.03,0.6,0.762,0.705,0.845,0.744
TAMBAÚ,355330,1,n/d,SP,São Paulo,Sudeste,Brasil,22289,747.11,0.485,0.731,0.624,0.858,0.729
TANABI,355340,1,n/d,SP,São Paulo,Sudeste,Brasil,23991,775.79,0.507,0.748,0.687,0.829,0.735
TAQUARITINGA,355370,1,n/d,SP,São Paulo,Sudeste,Brasil,53797,739.25,0.53,0.748,0.696,0.827,0.727
UBATUBA,355540,1,n/d,SP,São Paulo,Sudeste,Brasil,78469,803.5,0.567,0.751,0.679,0.841,0.741
VIRADOURO,355680,1,n/d,SP,São Paulo,Sudeste,Brasil,17263,692.01,0.49,0.739,0.683,0.823,0.717
VOTORANTIM,355700,1,n/d,SP,São Paulo,Sudeste,Brasil,108590,703.99,0.64,0.767,0.747,0.838,0.72
ANTONINA,410120,1,n/d,PR,Paraná,Sul,Brasil,18780,572.38,0.441,0.687,0.564,0.838,0.686
ASSAÍ,410190,1,n/d,PR,Paraná,Sul,Brasil,16334,723.56,0.52,0.728,0.641,0.833,0.724
BARRACÃO,410260,1,n/d,PR,Paraná,Sul,Brasil,9618,688.92,0.45,0.706,0.59,0.833,0.716
BELA VISTA DO PARAÍSO,410280,1,n/d,PR,Paraná,Sul,Brasil,15004,710.14,0.44,0.716,0.604,0.844,0.721
BITURUNA,410290,1,n/d,PR,Paraná,Sul,Brasil,15817,443.43,0.387,0.667,0.556,0.829,0.645
CAPANEMA,410450,1,n/d,PR,Paraná,Sul,Brasil,18423,701.11,0.417,0.706,0.611,0.801,0.719
CERRO AZUL,410520,1,RM Curitiba,PR,Paraná,Sul,Brasil,16877,342.88,0.214,0.573,0.391,0.797,0.604
CHOPINZINHO,410540,1,n/d,PR,Paraná,Sul,Brasil,19595,802.23,0.46,0.74,0.671,0.817,0.74
CRUZ MACHADO,410680,1,n/d,PR,Paraná,Sul,Brasil,17987,414.98,0.338,0.664,0.545,0.845,0.635
DOIS VIZINHOS,410720,1,n/d,PR,Paraná,Sul,Brasil,36005,836.1,0.561,0.767,0.711,0.85,0.747
FAXINAL,410760,1,n/d,PR,Paraná,Sul,Brasil,16180,612.79,0.44,0.687,0.584,0.796,0.697
FAZENDA RIO GRANDE,410765,1,RM Curitiba,PR,Paraná,Sul,Brasil,81515,677.31,0.506,0.72,0.617,0.847,0.713
GENERAL CARNEIRO,410850,1,n/d,PR,Paraná,Sul,Brasil,13658,423.27,0.374,0.652,0.532,0.816,0.638
IBIPORÃ,410980,1,n/d,PR,Paraná,Sul,Brasil,47905,706.25,0.526,0.726,0.647,0.821,0.72
IVAIPORÃ,411150,1,n/d,PR,Paraná,Sul,Brasil,31573,666.73,0.48,0.73,0.661,0.827,0.711
JAGUARIAÍVA,411200,1,n/d,PR,Paraná,Sul,Brasil,32513,616.79,0.521,0.743,0.684,0.859,0.698
MANDAGUARI,411420,1,n/d,PR,Paraná,Sul,Brasil,32515,762.54,0.523,0.751,0.689,0.84,0.732
MATELÂNDIA,411560,1,n/d,PR,Paraná,Sul,Brasil,15358,683.91,0.487,0.725,0.642,0.831,0.715
PALMEIRA,411770,1,n/d,PR,Paraná,Sul,Brasil,31992,729.05,0.473,0.718,0.618,0.826,0.725
PIÊN,411910,1,RM Curitiba,PR,Paraná,Sul,Brasil,11170,541.67,0.412,0.694,0.616,0.802,0.677
RESERVA,412170,1,n/d,PR,Paraná,Sul,Brasil,25110,457.88,0.272,0.618,0.461,0.786,0.65
SANTA IZABEL DO OESTE,412380,1,n/d,PR,Paraná,Sul,Brasil,13106,540.49,0.427,0.696,0.603,0.826,0.677
SARANDI,412625,1,n/d,PR,Paraná,Sul,Brasil,82728,554.48,0.427,0.695,0.579,0.85,0.681
SERTANÓPOLIS,412650,1,n/d,PR,Paraná,Sul,Brasil,15571,701.27,0.462,0.723,0.655,0.804,0.719
SIQUEIRA CAMPOS,412660,1,n/d,PR,Paraná,Sul,Brasil,18391,655.16,0.42,0.704,0.588,0.839,0.708
TERRA BOA,412720,1,n/d,PR,Paraná,Sul,Brasil,15662,653.34,0.46,0.728,0.68,0.803,0.708
ANITA GARIBALDI,420100,1,n/d,SC,Santa Catarina,Sul,Brasil,8599,506.94,0.4,0.688,0.592,0.826,0.667
ARAQUARI,420130,1,n/d,SC,Santa Catarina,Sul,Brasil,24751,609.76,0.529,0.703,0.602,0.83,0.696
ARMAZÉM,420150,1,n/d,SC,Santa Catarina,Sul,Brasil,7735,814.95,0.498,0.77,0.698,0.882,0.743
ASCURRA,420170,1,n/d,SC,Santa Catarina,Sul,Brasil,7384,793.09,0.449,0.742,0.636,0.868,0.739
BALNEÁRIO ARROIO DO SILVA,420195,1,n/d,SC,Santa Catarina,Sul,Brasil,9553,866.42,0.524,0.746,0.642,0.858,0.753
BALNEÁRIO GAIVOTA,420207,1,n/d,SC,Santa Catarina,Sul,Brasil,8177,768.73,0.451,0.728,0.622,0.844,0.734
BARRA VELHA,420210,1,n/d,SC,Santa Catarina,Sul,Brasil,22307,773.05,0.522,0.738,0.639,0.857,0.735
CAMBORIÚ,420320,1,n/d,SC,Santa Catarina,Sul,Brasil,62149,781.76,0.509,0.726,0.6,0.866,0.736
CORONEL FREITAS,420440,1,n/d,SC,Santa Catarina,Sul,Brasil,10192,759.01,0.439,0.744,0.653,0.86,0.732
CORUPÁ,420450,1,n/d,SC,Santa Catarina,Sul,Brasil,13808,951.63,0.557,0.78,0.707,0.873,0.768
CORREIA PINTO,420455,1,n/d,SC,Santa Catarina,Sul,Brasil,14557,628.18,0.471,0.702,0.614,0.804,0.701
FRAIBURGO,420550,1,n/d,SC,Santa Catarina,Sul,Brasil,34481,673.84,0.486,0.731,0.637,0.86,0.712
GAROPABA,420570,1,n/d,SC,Santa Catarina,Sul,Brasil,18025,784.88,0.55,0.753,0.668,0.868,0.737
GOVERNADOR CELSO RAMOS,420600,1,n/d,SC,Santa Catarina,Sul,Brasil,12973,784.5,0.491,0.747,0.651,0.87,0.737
IBIRAMA,420690,1,n/d,SC,Santa Catarina,Sul,Brasil,17276,844.25,0.471,0.737,0.63,0.848,0.749
ITÁ,420800,1,n/d,SC,Santa Catarina,Sul,Brasil,6396,836.69,0.531,0.771,0.698,0.879,0.747
LAURO MULLER,420960,1,n/d,SC,Santa Catarina,Sul,Brasil,14319,678.67,0.532,0.735,0.677,0.822,0.714
MORRO DA FUMAÇA,421120,1,n/d,SC,Santa Catarina,Sul,Brasil,16097,759.25,0.483,0.738,0.665,0.825,0.732
NOVA TRENTO,421150,1,n/d,SC,Santa Catarina,Sul,Brasil,12148,847.77,0.464,0.748,0.628,0.891,0.749
NOVA VENEZA,421160,1,n/d,SC,Santa Catarina,Sul,Brasil,13188,805.79,0.513,0.768,0.703,0.869,0.741
PASSO DE TORRES,421225,1,n/d,SC,Santa Catarina,Sul,Brasil,6579,602.85,0.542,0.72,0.618,0.869,0.695
PENHA,421250,1,n/d,SC,Santa Catarina,Sul,Brasil,25014,793.53,0.488,0.743,0.64,0.867,0.739
POUSO REDONDO,421370,1,n/d,SC,Santa Catarina,Sul,Brasil,14726,742.15,0.439,0.72,0.598,0.857,0.728
SANTA CECÍLIA,421550,1,n/d,SC,Santa Catarina,Sul,Brasil,15716,610.94,0.442,0.698,0.597,0.819,0.697
SÃO DOMINGOS,421610,1,n/d,SC,Santa Catarina,Sul,Brasil,9418,956.19,0.46,0.765,0.675,0.861,0.769
SÃO JOÃO DO ITAPERIÚ,421635,1,n/d,SC,Santa Catarina,Sul,Brasil,3409,680.25,0.441,0.738,0.645,0.873,0.714
SÃO JOÃO DO SUL,421640,1,n/d,SC,Santa Catarina,Sul,Brasil,6979,558.4,0.376,0.695,0.587,0.84,0.682
SAUDADES,421730,1,n/d,SC,Santa Catarina,Sul,Brasil,8988,719.94,0.479,0.755,0.7,0.85,0.723
SCHROEDER,421740,1,n/d,SC,Santa Catarina,Sul,Brasil,15252,852.5,0.625,0.769,0.71,0.855,0.75
TURVO,421880,1,n/d,SC,Santa Catarina,Sul,Brasil,11773,810.85,0.47,0.74,0.631,0.867,0.742
BARRA DO RIBEIRO,430190,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,12474,589.16,0.465,0.67,0.529,0.822,0.691
BARRA FUNDA,430195,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,2355,757.01,0.479,0.763,0.71,0.856,0.731
BOM PRINCÍPIO,430235,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,11727,855.42,0.524,0.746,0.661,0.836,0.751
BUTIÁ,430270,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,20381,590.45,0.433,0.689,0.558,0.848,0.691
CAPELA DE SANTANA,430468,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,11612,533.88,0.37,0.661,0.525,0.816,0.675
CASCA,430490,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,8631,1011.38,0.533,0.785,0.733,0.847,0.778
CERRO GRANDE DO SUL,430517,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,10191,527.88,0.347,0.66,0.499,0.855,0.673
CERRO LARGO,430520,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,13051,862.05,0.511,0.764,0.698,0.849,0.752
CHAPADA,430530,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,9346,860.15,0.453,0.757,0.679,0.849,0.752
CIDREIRA,430545,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,12624,750.55,0.561,0.729,0.625,0.848,0.73
COLORADO,430560,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,3547,996.93,0.448,0.758,0.674,0.835,0.775
CONSTANTINA,430580,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,9741,732.39,0.44,0.754,0.668,0.885,0.726
ESPUMOSO,430750,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,15064,834.66,0.527,0.765,0.677,0.884,0.747
FAXINAL DO SOTURNO,430800,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,6651,760.86,0.469,0.72,0.597,0.854,0.732
GIRUÁ,430900,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,16857,653.18,0.454,0.721,0.629,0.842,0.707
GLORINHA,430905,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,6843,686.99,0.453,0.714,0.593,0.859,0.716
GRAMADO XAVIER,430915,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,3957,552.44,0.254,0.634,0.473,0.792,0.681
GUARANI DAS MISSÕES,430950,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,8060,615.87,0.444,0.737,0.665,0.863,0.698
IMBÉ,431033,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,17614,1359.66,0.579,0.764,0.638,0.847,0.825
ITAQUI,431060,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,37961,576.71,0.512,0.713,0.626,0.843,0.687
JAGUARI,431110,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,11303,772.25,0.429,0.712,0.567,0.866,0.734
JARI,431113,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,3533,418.18,0.27,0.631,0.473,0.836,0.636
LAGOA VERMELHA,431130,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,27294,771.47,0.495,0.738,0.62,0.885,0.734
MOSTARDAS,431250,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,12078,627.16,0.346,0.664,0.493,0.849,0.701
NOVA BOA VISTA,431295,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,1960,928.49,0.43,0.768,0.708,0.836,0.764
NOVA BRÉSCIA,431300,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,3179,1452.06,0.419,0.778,0.666,0.847,0.836
NOVA SANTA RITA,431337,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,22705,686.87,0.521,0.718,0.606,0.853,0.716
PANTANO GRANDE,431395,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,9862,536.01,0.387,0.661,0.524,0.816,0.676
PARAÍ,431400,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,6779,1071.25,0.493,0.773,0.679,0.866,0.787
PAROBÉ,431405,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,51312,625.4,0.434,0.704,0.562,0.886,0.7
PORTÃO,431480,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,30726,729.01,0.474,0.713,0.584,0.856,0.725
ROCA SALES,431580,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,10252,865.23,0.426,0.729,0.602,0.853,0.753
RODEIO BONITO,431590,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,5718,767.63,0.427,0.732,0.636,0.842,0.733
ROLANTE,431600,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,19372,656.75,0.363,0.688,0.553,0.83,0.708
SALDANHA MARINHO,431643,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,2858,823.55,0.496,0.762,0.706,0.841,0.745
SALTO DO JACUÍ,431645,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,11794,596.84,0.443,0.687,0.558,0.837,0.693
SANANDUVA,431660,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,15326,931.29,0.461,0.747,0.647,0.843,0.764
SANTO ANTÔNIO DA PATRULHA,431760,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,39520,696.41,0.443,0.717,0.594,0.866,0.718
SÃO FRANCISCO DE ASSIS,431810,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,19143,553.81,0.371,0.675,0.552,0.818,0.681
SÃO JOSÉ DO NORTE,431850,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,25390,493.78,0.301,0.623,0.461,0.792,0.663
SÃO LOURENÇO DO SUL,431880,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,42817,713.88,0.364,0.687,0.528,0.849,0.722
SÃO MARCOS,431900,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,20054,991.51,0.545,0.768,0.683,0.855,0.775
SINIMBU,432067,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,10009,610.76,0.231,0.631,0.456,0.792,0.697
SOBRADINHO,432070,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,14125,775.79,0.52,0.743,0.647,0.861,0.735
TAPERA,432100,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,10382,812.48,0.521,0.747,0.672,0.835,0.743
TAPES,432110,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,16546,620.13,0.425,0.695,0.556,0.862,0.699
TERRA DE AREIA,432143,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,9874,620.36,0.4,0.689,0.565,0.829,0.699
TRÊS COROAS,432170,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,23651,799.41,0.434,0.71,0.584,0.829,0.74
ARAL MOREIRA,500124,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,10182,398.5,0.353,0.633,0.507,0.798,0.628
BELA VISTA,500210,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,22890,621.23,0.49,0.698,0.585,0.83,0.699
FÁTIMA DO SUL,500380,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,18973,701.87,0.452,0.714,0.621,0.815,0.719
ITAQUIRAÍ,500460,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,15034,442.57,0.301,0.62,0.479,0.772,0.645
JARDIM,500500,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,24162,697.92,0.459,0.712,0.595,0.845,0.718
MARACAJU,500540,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,37045,819.6,0.517,0.736,0.613,0.873,0.744
NOVA ALVORADA DO SUL,500600,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,16010,830.08,0.459,0.694,0.554,0.809,0.746
SIDROLÂNDIA,500790,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,41906,599.76,0.408,0.686,0.561,0.829,0.694
ÁGUA BOA,510020,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,20400,720.74,0.514,0.729,0.646,0.829,0.723
BRASNORTE,510190,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,15054,602.75,0.441,0.696,0.571,0.85,0.695
CAMPO NOVO DO PARECIS,510263,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,27246,823.32,0.543,0.734,0.649,0.819,0.745
CAMPO VERDE,510267,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,30553,878.37,0.562,0.75,0.67,0.834,0.755
CANARANA,510270,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,18566,774.65,0.454,0.693,0.549,0.825,0.735
COMODORO,510330,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,17996,573.89,0.429,0.689,0.567,0.84,0.687
DIAMANTINO,510350,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,20172,681.66,0.507,0.718,0.625,0.831,0.714
JUÍNA,510515,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,38963,763.35,0.45,0.716,0.593,0.845,0.733
NOVA MUTUM,510622,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,31112,982.9,0.584,0.758,0.673,0.837,0.773
PEIXOTO DE AZEVEDO,510642,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,30572,589.21,0.38,0.649,0.521,0.761,0.691
POCONÉ,510650,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,31559,436.83,0.405,0.652,0.534,0.806,0.643
PONTES E LACERDA,510675,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,41113,665.92,0.482,0.703,0.605,0.807,0.711
POXORÉO,510700,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,17433,463.98,0.409,0.678,0.573,0.832,0.653
PRIMAVERA DO LESTE,510704,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,51609,990.05,0.577,0.752,0.653,0.843,0.774
SÃO JOSÉ DOS QUATRO MARCOS,510710,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,18953,653.02,0.454,0.719,0.643,0.816,0.707
SÃO JOSÉ DO RIO CLARO,510730,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,16554,580.99,0.39,0.682,0.548,0.841,0.689
ROSÁRIO OESTE,510770,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,17564,465.66,0.379,0.65,0.52,0.807,0.653
SAPEZAL,510787,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,17672,892.71,0.55,0.732,0.62,0.836,0.758
ALEXÂNIA,520030,1,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,23686,498.09,0.449,0.682,0.568,0.841,0.664
ARAGARÇAS,520170,1,n/d,GO,Goiás,Centro-Oeste,Brasil,17842,600.03,0.56,0.732,0.68,0.83,0.694
BELA VISTA DE GOIÁS,520330,1,n/d,GO,Goiás,Centro-Oeste,Brasil,24307,708.62,0.465,0.716,0.607,0.837,0.721
CABECEIRAS,520400,1,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,7334,420.47,0.414,0.668,0.571,0.819,0.637
CAIAPÔNIA,520440,1,n/d,GO,Goiás,Centro-Oeste,Brasil,16430,628.14,0.409,0.693,0.588,0.808,0.701
COCALZINHO DE GOIÁS,520551,1,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,17140,450.47,0.411,0.657,0.531,0.826,0.648
CRISTALINA,520620,1,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,45730,686.9,0.474,0.699,0.587,0.814,0.716
CRIXÁS,520640,1,n/d,GO,Goiás,Centro-Oeste,Brasil,15596,645.4,0.495,0.708,0.625,0.805,0.706
FORMOSO,520810,1,n/d,GO,Goiás,Centro-Oeste,Brasil,4848,569.96,0.478,0.715,0.639,0.834,0.686
INHUMAS,521000,1,n/d,GO,Goiás,Centro-Oeste,Brasil,47701,697.81,0.448,0.72,0.618,0.842,0.718
IPORÁ,521020,1,n/d,GO,Goiás,Centro-Oeste,Brasil,30965,757.39,0.497,0.743,0.667,0.84,0.731
JARAGUÁ,521180,1,n/d,GO,Goiás,Centro-Oeste,Brasil,41740,595.02,0.426,0.699,0.588,0.841,0.692
MINEIROS,521310,1,n/d,GO,Goiás,Centro-Oeste,Brasil,52588,869.04,0.474,0.718,0.584,0.84,0.753
MORRINHOS,521380,1,n/d,GO,Goiás,Centro-Oeste,Brasil,41208,792.66,0.478,0.734,0.621,0.862,0.739
NIQUELÂNDIA,521460,1,n/d,GO,Goiás,Centro-Oeste,Brasil,41581,659.49,0.518,0.715,0.64,0.806,0.709
NOVA GLÓRIA,521486,1,n/d,GO,Goiás,Centro-Oeste,Brasil,8467,476.52,0.374,0.681,0.589,0.816,0.657
PALMEIRAS DE GOIÁS,521570,1,n/d,GO,Goiás,Centro-Oeste,Brasil,23225,616.59,0.467,0.698,0.598,0.815,0.698
PIRACANJUBA,521710,1,n/d,GO,Goiás,Centro-Oeste,Brasil,23913,707.83,0.434,0.721,0.599,0.87,0.72
PLANALTINA,521760,1,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,81297,466.69,0.476,0.669,0.566,0.81,0.653
PORANGATU,521800,1,n/d,GO,Goiás,Centro-Oeste,Brasil,42193,658.39,0.507,0.727,0.642,0.845,0.709
RIALMA,521860,1,n/d,GO,Goiás,Centro-Oeste,Brasil,10446,616.74,0.514,0.727,0.667,0.827,0.698
RUBIATABA,521890,1,n/d,GO,Goiás,Centro-Oeste,Brasil,18768,573.0,0.466,0.719,0.666,0.814,0.686
SÃO LUÍS DE MONTES BELOS,522010,1,n/d,GO,Goiás,Centro-Oeste,Brasil,29833,712.23,0.519,0.731,0.67,0.809,0.721
SILVÂNIA,522060,1,n/d,GO,Goiás,Centro-Oeste,Brasil,18943,708.82,0.429,0.709,0.606,0.814,0.721
TRINDADE,522140,1,n/d,GO,Goiás,Centro-Oeste,Brasil,103609,558.61,0.507,0.699,0.608,0.822,0.682
